"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"1760","2025-06-20 09:05:14","7","en","2009650814","2025-06-20 08:54:49","2025-06-20 09:05:14","Yes, I am involved in research","Yes, I agree to participate in the study","36","Male","","I have no children",,"France","Nantes Université","Social Sciences & Humanities","Psychology","PhD","","2015","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","25","40","5","0","30",,,"Yes","50","50","20","No","Yes","Yes","No","No","No","No","No","No","100","90","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","","75","60","Yes","Yes","Yes","No","No","Yes","No","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","","0","0","0","100","0","51","10","20","91","50","50","85","5","627.81","29.21",,,"320.47",,,,,,,,,,,,,,,,,,,,,"91.54",,,,,,"80.86",,,,,,"33.93",,,,,,,"43.09",,,"28.71",
"1789","2025-06-26 16:49:08","7","en","2045644703","2025-06-26 16:42:01","2025-06-26 16:49:08","Yes, I am involved in research","Yes, I agree to participate in the study","34","Male","","I have no children",,"2","","Social Sciences & Humanities","Psychology","PhD","","2015","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","Yes","No","No","","50","25","25","0","0",,,"Yes","20","66","83","No","Yes","No","No","No","Yes","Yes","No","No","100","100","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","","65","100","No","Yes","No","Yes","No","Yes","No","","","1","","","","1","","","1","1","","","","1","","1","","","","1","","","1","","3","5","0","0","0","10","61","96","96","86","54","68","63","376.95","20.66",,,"134.53",,,,,,,,,,,,,,,,,,,,,"39.61",,,,,,"110.28",,,,,,"33.06",,,,,,,"18.75",,,"20.06",
"1801","2025-07-01 10:14:08","7","en","1453105196","2025-07-01 09:52:59","2025-07-01 10:14:08","Yes, I am involved in research","Yes, I agree to participate in the study","29","Male","","I have no children",,"France","Université Paris 8 Vincennes - Saint-Denis","Social Sciences & Humanities","Psychology","PhD","","2018","Postdoc (fixed term)","",,,"No","No","No","Teaching","30","30","30","10","0","Yes","60","Yes",,"22","45","Yes","No","Yes","Yes","No","No","No","No","No","66","90","No","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","","9","0","No","No","No","Yes","No","No","Yes","","","","1","","","1","1","1","","","1","","1","1","","1","1","","1","","","1","1","","75","70","5","72","81","100","91","100","60","99","5","5","51","1270.96","29.38",,,"367.46",,,,,,,,,,,,,,,,,,,,,"444.31",,,,,,"228.01",,,,,,"69.98",,,,,,,"35.57",,,"96.25",
"1806","2025-07-02 08:27:45","7","en","381851113","2025-07-02 08:19:32","2025-07-02 08:27:45","Yes, I am involved in research","Yes, I agree to participate in the study","35","Female","","I have no children",,"France","Université Paris 8","Social Sciences & Humanities","Psychology","PhD","","2012","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","30","25","45","0","0",,,"Yes",,"25","40","No","No","Yes","Yes","No","No","Yes","No","No","90","80","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","","60","65","No","Yes","No","Yes","Yes","No","No","","","","1","1","1","","1","1","","1","1","","","1","","1","1","","1","1","","","","1","30","25","10","60","65","70","90","90","80","75","25","40","60","494.77","52.82",,,"150.26",,,,,,,,,,,,,,,,,,,,,"83.04",,,,,,"95.11",,,,,,"59.62",,,,,,,"18.11",,,"35.81",
"1808","2025-07-02 08:58:00","7","en","1188231418","2025-07-02 08:29:33","2025-07-02 08:58:00","Yes, I am involved in research","Yes, I agree to participate in the study","38","Female","","1","Between 6 months and 1 year","France","University of Lille","Social Sciences & Humanities","Psychology","PhD","","2010","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","25","60","10","5","0",,,"Yes",,"40","40","No","Yes","Yes","Yes","No","No","No","No","No","85","90","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","","35","70","No","Yes","Yes","Yes","No","No","No","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","40","20","40","80","80","80","40","80","70","60","10","60","50","1710.75","25.6",,,"1274.78",,,,,,,,,,,,,,,,,,,,,"123.35",,,,,,"79.36",,,,,,"77.36",,,,,,,"75.54",,,"54.76",
"1856","2025-07-17 09:20:51","7","en","1314301693","2025-07-17 09:13:37","2025-07-17 09:20:51","Yes, I am involved in research","Yes, I agree to participate in the study","28","Female","","I have no children",,"Germany ","Technical University Darmstadt ","Social Sciences & Humanities","Cognitive Science, Motor Control ","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","Yes","No","Teaching ","70","20","10","0","0","Yes","49","Yes",,"61","61","Yes","No","No","No","No","Yes","Yes","No","No","65","85","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","No","","6","0","No","Yes","Yes","No","Yes","No","No","","","1","","","1","","1","","","","1","","","1","","1","1","","1","","","","","1","27","27","25","23","74","100","100","100","75","76","15","72","87","436.21","61.36",,,"142.24",,,,,,,,,,,,,,,,,,,,,"81.66",,,,,,"77.45",,,,,,"34.24",,,,,,,"21.42",,,"17.84",
"1857","2025-07-17 09:21:23","7","en","1543343707","2025-07-17 09:13:42","2025-07-17 09:21:23","Yes, I am involved in research","Yes, I agree to participate in the study","36","Male","","I have no children",,"Canada","York University","Life Sciences","Cognitive Psychology","PhD","","2016","Postdoc (fixed term)","",,,"No","No","Yes","","100","0","0","0","0","Yes","40","Yes",,"80","90","No","Yes","Yes","No","No","No","No","No","Yes","88","71","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","","46","85","No","Yes","No","Yes","Yes","No","No","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","35","32","10","12","67","51","91","100","84","84","81","90","70","462.6","43.84",,,"183.9",,,,,,,,,,,,,,,,,,,,,"73.44",,,,,,"60.32",,,,,,"51.93",,,,,,,"16.23",,,"32.94",
"1859","2025-07-17 09:25:43","7","en","2117940927","2025-07-17 09:14:23","2025-07-17 09:25:43","Yes, I am involved in research","Yes, I agree to participate in the study","28","Female","","I have no children",,"Italy","University of Genova ","Physical Sciences & Engineering","Neuroengineering","Master","","2023","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","80","10","0","0","10","Yes","20","No",,,,"No","No","Yes","Yes","No","Yes","No","No","No","50","90","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","","0","0","No","Yes","Yes","No","No","No","Yes","","","","1","","","1","1","1","","1","1","","1","1","","1","1","","","","1","","","1","70","70","1","19","24","60","80","80","65","100","14","70","100","684.23","59.44",,,"190.09",,,,,,,,,,,,,,,,,,,,,"147.6",,,,,,"143.46",,,,,,"74.52",,,,,,,"33.78",,,"35.34",
"1864","2025-07-17 09:36:25","7","en","1642622831","2025-07-17 09:23:44","2025-07-17 09:36:25","Yes, I am involved in research","Yes, I agree to participate in the study","31","Female","","I have no children",,"Germany","Technische Universität Darmstadt","Social Sciences & Humanities","Cognitive Science","Master","","2020","PhD candidate (scholarship, other funding)","",,,"No","Yes","No","Teaching","85","10","5","0","0","No",,"Yes",,"70","90","Yes","No","Yes","Yes","No","No","No","No","No","95","100","Yes","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","","0","0","No","Yes","No","Yes","Yes","No","No","","","","1","","","1","1","1","","1","","","1","","","","1","","","1","","","1","","10","20","0","70","60","70","85","100","25","50","20","60","30","763.25","37.8",,,"246.72",,,,,,,,,,,,,,,,,,,,,"132.92",,,,,,"198.5",,,,,,"56.76",,,,,,,"33.98",,,"56.57",
"1874","2025-07-17 13:44:05","7","en","1359766664","2025-07-17 13:40:09","2025-07-17 13:44:05","Yes, I am involved in research","Yes, I agree to participate in the study","11","Non-binary","","I have no children",,"Germany","TUDa","Social Sciences & Humanities","ERC panel","PhD","","NA","Engineer (fixed term)","",,,"Yes","No","No","","20","20","20","20","20",,,"Yes",,"43","32","No","No","No","No","No","No","No","No","Yes","65","35","No","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","","69","4","No","Yes","No","No","No","Yes","No","","","1","","","1","","","1","","1","","","","1","","1","","","","1","","","1","","4","6","9","8","9","77","10","13","34","44","47","45","57","238.74","6.67",,,"100.65",,,,,,,,,,,,,,,,,,,,,"51.74",,,,,,"26.49",,,,,,"23.22",,,,,,,"11.8",,,"18.17",
"1883","2025-07-18 11:23:26","7","en","1199954765","2025-07-18 11:09:25","2025-07-18 11:23:26","Yes, I am involved in research","Yes, I agree to participate in the study","40","Non-binary","","I have no children",,"Germany","TU Darmstadt","Physical Sciences & Engineering","Mathematics","PhD","","2017","Postdoc (fixed term)","",,,"No","Yes","No","Supervision","70","20","10","0","0","Yes","50","Yes",,"20","89","Yes","No","Yes","No","No","Yes","No","No","No","50","50","No","I am not familiar with it","I am not familiar with it","I know it and I used it","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I am not familiar with it","I am not familiar with it","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","More appreciation in the community that Open Science looks differently across disciplines. Sadly, this study design here shows that there is still little understanding of this.","0","0","No","No","No","No","No","No","No","How can I answer this?!","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","100","100","50","90","100","80","60","100","95","87","87","25","95","681.91","47.41",,,"232.5",,,,,,,,,,,,,,,,,,,,,"205.57",,,,,,"46.73",,,,,,"70.73",,,,,,,"29.54",,,"49.43",
"1892","2025-07-19 10:35:43","7","en","288963060","2025-07-19 10:21:00","2025-07-19 10:35:43","Yes, I am involved in research","Yes, I agree to participate in the study","46","Female","","I have no children",,"France","CNRS","Social Sciences & Humanities","Music","Master","","NA","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","Yes","No","","50","0","10","10","30",,,"Yes","25","40","75","No","No","Yes","Yes","No","Yes","No","No","No","50","75","Yes","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","","75","75","No","Yes","Yes","Yes","No","No","No","","1","","","1","","","1","1","","1","1","","","1","","1","1","","1","1","","","","1","75","50","25","100","75","100","100","100","75","75","25","50","75","887.23","65.54",,,"316.23",,,,,,,,,,,,,,,,,,,,,"161.86",,,,,,"198.73",,,,,,"85.63",,,,,,,"22.67",,,"36.57",
"1910","2025-07-23 17:17:10","7","en","675468920","2025-07-23 17:11:36","2025-07-23 17:17:10","Yes, I am involved in research","Yes, I agree to participate in the study","27","Female","","I have no children",,"United Kingdom","University of Sussex","Social Sciences & Humanities","Psychology ","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","70","20","5","5","0","I don't know","22","No",,,,"Yes","No","Yes","No","No","Yes","No","No","No","90","89","No","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","","76","65","No","Yes","No","Yes","No","No","No","","","1","","","1","","1","1","","1","1","","","1","","1","1","","","","1","","","1","50","18","3","57","66","61","88","86","51","55","76","30","74","335.87","24.83",,,"108.45",,,,,,,,,,,,,,,,,,,,,"73.88",,,,,,"70.59",,,,,,"26.83",,,,,,,"15.04",,,"16.25",
"1923","2025-07-28 08:53:00","7","en","1499433016","2025-07-28 08:43:31","2025-07-28 08:53:00","Yes, I am involved in research","Yes, I agree to participate in the study","28","Non-binary","","I have no children",,"Ireland","Trinity College Dublin","Social Sciences & Humanities","Cognitive Neuroscience (School of Psychology Institute of Neuroscience)","Master","","2021","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","80","10","5","2","3","Yes","37","Yes",,"0","86","Yes","No","Yes","No","No","Yes","No","No","No","84","100","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","","65","78","No","No","Yes","Yes","Yes","No","No","","","1","","","1","","","1","","","1","","","1","","1","","","","1","","","1","","90","82","71","41","78","100","100","100","75","68","20","10","90","570.67","61.78",,,"176.76",,,,,,,,,,,,,,,,,,,,,"89.56",,,,,,"88.63",,,,,,"128.43",,,,,,,"8.26",,,"17.25",
